,h3,verzilting,bodemdaling,wateroverlast,boerenlandvogels,peilgebieden
3196,8919694a857ffff,0,0,0,0,0
3197,891969491d3ffff,0,0,0,0,0
3198,891969493b7ffff,0,0,0,0,0
3199,8919694320fffff,0,0,0,0,0
3200,89196bb2407ffff,0,0,0,0,0
3201,8919695886fffff,0,0,0,0,0
3202,89196948043ffff,0,0,0,1,0
3203,891969486d7ffff,0,0,0,0,0
3204,89196bb23c3ffff,0,0,0,0,0
3205,89196949c83ffff,0,1,0,1,0
3206,89196bb2547ffff,0,0,0,0,0
3207,8919694f693ffff,0,0,0,0,0
3208,89196949b2bffff,0,0,0,1,0
3209,891969484abffff,0,0,0,0,0
3210,8919694136bffff,0,0,0,0,0
3211,89196948c73ffff,0,0,0,1,0
3212,8919694a493ffff,0,0,0,0,0
3213,89196943267ffff,0,0,0,0,0
3214,89196949b1bffff,0,0,1,1,0
3215,89196948e4bffff,0,1,0,0,0
3216,89196941363ffff,0,0,0,0,0
3217,8919694a863ffff,0,0,0,0,0
3218,8919694147bffff,0,0,0,0,0
3219,89196941603ffff,0,0,0,0,0
3220,891969491dbffff,0,0,0,0,0
3221,89196958d37ffff,0,0,0,1,0
3222,891969589b7ffff,0,0,0,0,0
3223,8919694b0afffff,0,0,0,1,0
3224,89196948813ffff,0,0,0,0,0
3225,8919694ac03ffff,0,0,0,0,0
3226,89196949b3bffff,0,0,0,1,0
3227,89196b8687bffff,0,0,1,0,0
3228,89196948e27ffff,0,0,0,1,0
3229,8919694999bffff,0,1,0,1,0
3230,891969499abffff,0,0,1,0,0
3231,8919694b6afffff,0,0,0,0,0
3232,8919694a193ffff,1,0,0,0,0
3233,89196948c0bffff,0,1,0,0,0
3234,8919694808fffff,0,0,0,1,0
3235,89196949a37ffff,0,0,0,1,0
3236,89196948b2bffff,0,0,0,0,0
3237,8919694848fffff,0,0,0,0,0
3238,8919694ad37ffff,0,0,0,0,0
3239,89196948edbffff,0,1,0,0,0
3240,891969484cfffff,0,0,0,1,0
3241,8919694a50bffff,0,0,0,0,0
3242,89196941e6bffff,0,0,0,0,0
3243,8919694b00bffff,0,0,0,0,0
3244,89196949ea3ffff,0,1,0,1,0
3245,89196bb36b7ffff,0,0,0,0,0
3246,89196b8683bffff,0,0,0,0,0
3247,8919694b5a3ffff,0,1,0,1,0
3248,891969484cbffff,0,1,0,1,0
3249,8919694a097ffff,0,0,0,0,0
3250,89196b84d43ffff,0,0,0,0,0
3251,891969486abffff,0,0,0,0,1
3252,89196948c03ffff,0,1,0,0,0
3253,891969499bbffff,0,0,1,1,0
3254,8919694b15bffff,0,0,0,1,0
3255,89196941adbffff,0,0,0,0,0
3256,89196949bd3ffff,1,0,0,1,0
3257,8919694a38fffff,0,1,0,1,0
3258,89196bb2503ffff,0,0,0,0,0
3259,8919694aa37ffff,0,0,0,0,0
3260,891969489cfffff,0,0,0,0,0
3261,8919694f63bffff,0,1,0,1,0
3262,89196948113ffff,0,0,0,1,0
3263,89196bb352fffff,0,0,0,0,0
3264,89196bb35dbffff,0,0,0,0,0
3265,89196949aa3ffff,0,0,0,0,0
3266,8919694a823ffff,0,0,0,0,0
3267,89196949627ffff,0,0,0,0,0
3268,89196bb36d7ffff,0,0,1,0,0
3269,89196bb3563ffff,0,0,0,0,0
3270,89196bb2443ffff,0,0,0,0,0
3271,8919694b09bffff,0,0,0,1,0
3272,8919694a233ffff,0,1,0,0,0
3273,8919694d44bffff,0,0,0,0,0
3274,8919694124fffff,0,0,0,0,0
3275,89196bb31b7ffff,0,0,0,0,0
3276,8919694b127ffff,0,1,0,0,0
3277,89196958b73ffff,0,0,0,0,0
3278,8919694e64bffff,0,1,0,1,0
3279,89196949517ffff,0,0,0,0,0
3280,89196bb3477ffff,0,0,0,0,0
3281,8919694a2a3ffff,0,1,0,0,0
3282,89196959b13ffff,0,1,0,1,0
3283,8919694a41bffff,0,0,0,0,0
3284,8919694b053ffff,0,0,0,0,0
3285,8919694a0a7ffff,1,1,1,1,0
3286,8919694a673ffff,0,0,0,1,0
3287,89196941b43ffff,0,0,0,1,0
3288,8919694aa1bffff,0,0,0,0,0
3289,89196949b17ffff,0,0,0,1,0
3290,89196b86b97ffff,0,0,0,0,0
3291,8919694138fffff,0,0,0,1,1
3292,8919694a0a3ffff,1,1,1,1,0
3293,8919694a14bffff,0,1,1,1,0
3294,89196bb35d3ffff,0,0,0,0,0
3295,891969413a7ffff,0,1,0,1,0
3296,89196949dd7ffff,0,1,0,1,0
3297,8919694a4d7ffff,0,0,0,0,0
3298,89196958b6bffff,0,0,0,0,0
3299,89196bb231bffff,0,0,0,0,0
3300,891969589cfffff,0,0,0,0,0
3301,89196949aabffff,0,0,0,1,0
3302,89196b86997ffff,0,0,0,0,0
3303,89196bb36c3ffff,0,0,0,0,0
3304,89196941377ffff,0,0,0,0,0
3305,891969495cbffff,0,0,0,0,0
3306,89196bb206bffff,0,0,0,0,0
3307,8919694b08bffff,0,0,0,1,0
3308,89196bb2613ffff,0,0,0,0,0
3309,89196949e8fffff,0,1,0,1,0
3310,8919695883bffff,0,0,0,0,0
3311,8919694a087ffff,0,0,0,0,0
3312,8919694b327ffff,0,0,0,0,0
3313,89196948a33ffff,1,0,1,0,0
3314,89196949443ffff,0,0,0,0,0
3315,89196bb3433ffff,0,0,0,0,0
3316,89196948023ffff,0,0,0,0,0
3317,891969483b3ffff,0,1,0,1,0
3318,89196bb22c3ffff,0,0,0,0,0
3319,89196959937ffff,0,0,0,0,0
3320,89196949cd3ffff,0,1,0,0,0
3321,89196948b47ffff,0,0,0,0,0
3322,89196948a5bffff,0,0,0,1,0
3323,89196b86b7bffff,0,0,0,0,0
3324,8919694d613ffff,0,0,1,0,0
3325,89196bb34cbffff,1,0,0,1,0
3326,8919694a2afffff,0,1,0,1,0
3327,89196948bd3ffff,0,0,1,0,0
3328,89196948027ffff,0,0,0,0,0
3329,8919695890bffff,0,0,0,0,0
3330,8919694a6b3ffff,0,0,0,0,0
3331,8919694836fffff,0,1,0,1,0
3332,89196948e93ffff,0,1,0,1,0
3333,8919694ae33ffff,0,0,0,1,0
3334,8919694ad03ffff,0,0,0,0,0
3335,8919694a2b7ffff,0,1,0,1,0
3336,89196949d6fffff,0,1,0,1,0
3337,89196b86b33ffff,0,0,0,0,0
3338,8919694a56bffff,0,1,1,1,0
3339,8919694d6dbffff,0,0,1,0,0
3340,8919694aa87ffff,0,0,1,0,0
3341,89196949e57ffff,0,0,1,0,0
3342,89196bb222bffff,0,0,0,0,0
3343,8919694b57bffff,0,1,0,0,0
3344,89196958d27ffff,0,0,0,1,0
3345,8919694a077ffff,1,1,0,1,0
3346,89196949487ffff,0,0,0,0,0
3347,8919694ac67ffff,0,0,0,0,0
3348,8919694b1c7ffff,0,0,0,1,1
3349,89196b84d4bffff,0,0,0,0,0
3350,8919694a44bffff,0,0,0,0,0
3351,8919694896fffff,0,0,1,0,0
3352,89196959b4bffff,0,1,1,0,0
3353,89196948633ffff,0,0,0,0,0
3354,891969496a3ffff,0,0,0,0,0
3355,89196bb266fffff,0,0,0,0,0
3356,89196bb24abffff,0,0,0,0,0
3357,89196bb200bffff,0,0,0,0,0
3358,8919694ab77ffff,0,1,0,0,0
3359,8919694866bffff,0,0,0,0,0
3360,8919694a6b7ffff,0,0,0,0,0
3361,8919694a2cbffff,0,1,0,1,0
3362,89196bb0483ffff,0,0,0,0,0
3363,8919694160bffff,0,0,0,0,0
3364,89196948437ffff,0,0,0,1,0
3365,8919694b487ffff,0,1,0,0,0
3366,89196bb318bffff,0,0,0,0,0
3367,8919694f593ffff,0,0,0,1,0
3368,891969486a7ffff,0,0,0,0,0
3369,8919694aa77ffff,0,0,0,0,0
3370,89196948367ffff,0,1,0,1,0
3371,89196948547ffff,0,0,1,1,0
3372,8919694a627ffff,0,1,0,0,0
3373,8919694a5b7ffff,0,0,0,0,0
3374,89196948587ffff,0,0,0,1,0
3375,89196958847ffff,0,0,0,0,0
3376,8919694a84fffff,0,0,0,0,0
3377,8919694ad57ffff,0,0,0,0,0
3378,89196949eafffff,0,1,1,1,0
3379,89196941647ffff,0,0,0,0,0
3380,8919694a503ffff,0,0,0,0,0
3381,89196959927ffff,0,0,0,0,0
3382,891969413cbffff,0,0,0,1,1
3383,8919694123bffff,0,0,0,0,1
3384,891969499d3ffff,0,0,0,0,0
3385,89196948333ffff,0,1,0,0,0
3386,89196948a77ffff,0,0,0,0,0
3387,89196948c47ffff,0,1,0,0,0
3388,89196bb346fffff,0,0,0,0,0
3389,8919694948fffff,0,0,0,0,0
3390,8919694f5afffff,0,1,0,1,0
3391,89196b869c7ffff,0,0,0,0,0
3392,8919694a43bffff,0,0,1,0,0
3393,891969481b3ffff,0,0,0,0,0
3394,8919694f5abffff,0,1,0,0,0
3395,89196948347ffff,0,0,0,1,0
3396,8919694b343ffff,0,0,0,0,0
3397,89196949dcfffff,0,1,0,1,0
3398,89196949d97ffff,0,1,0,1,0
3399,8919694ab07ffff,0,1,0,0,0
3400,891969416abffff,0,0,0,0,0
3401,89196941223ffff,0,0,0,0,1
3402,89196959bcfffff,0,1,0,1,0
3403,89196bb248fffff,0,0,0,0,0
3404,89196949e17ffff,0,1,0,1,0
3405,89196941693ffff,0,0,0,0,0
3406,891969413afffff,0,1,0,1,0
3407,89196b84c8bffff,0,0,0,0,0
3408,89196948a63ffff,1,0,1,0,0
3409,89196948177ffff,0,1,0,1,0
3410,8919694985bffff,0,1,1,1,0
3411,89196948c9bffff,0,1,0,0,0
3412,89196bb348bffff,1,0,0,1,0
3413,89196bb2077ffff,0,0,0,0,0
3414,8919694a4cfffff,0,0,0,0,0
3415,891969489d7ffff,0,0,0,0,0
3416,89196948ca7ffff,0,1,1,0,0
3417,89196949a2bffff,0,0,0,1,0
3418,89196949dcbffff,0,1,0,1,0
3419,891969496b3ffff,0,0,0,0,0
3420,89196949db3ffff,0,1,1,1,0
3421,891969484dbffff,0,1,0,1,0
3422,89196959b43ffff,0,0,0,0,0
3423,8919694b30bffff,0,0,0,0,0
3424,8919694a1b3ffff,0,0,0,0,0
3425,8919694a11bffff,1,0,1,0,0
3426,89196949147ffff,0,0,0,1,0
3427,8919694d64bffff,0,0,0,0,0
3428,89196bb26bbffff,0,0,0,0,0
3429,8919694a667ffff,0,1,1,1,0
3430,89196948663ffff,0,0,0,0,0
3431,891969483d3ffff,0,0,0,1,0
3432,891969499cbffff,0,0,0,0,0
3433,89196948677ffff,0,0,0,0,0
3434,89196bb30abffff,0,0,0,0,0
3435,8919694950fffff,0,0,0,0,0
3436,89196948407ffff,0,0,1,1,0
3437,89196949c93ffff,0,1,0,1,0
3438,8919695990fffff,0,1,0,0,0
3439,89196948237ffff,0,0,0,1,0
3440,8919694b227ffff,0,0,0,0,0
3441,8919694a87bffff,0,0,0,0,0
3442,8919694ab4fffff,0,1,0,0,0
3443,8919694a13bffff,0,0,0,0,0
3444,8919694908fffff,0,0,0,0,0
3445,8919694b363ffff,0,0,0,0,0
3446,89196b86923ffff,0,0,0,1,0
3447,89196bb208fffff,0,0,0,0,0
3448,89196959b87ffff,0,1,1,0,0
3449,89196948417ffff,0,0,0,0,0
3450,89196959a67ffff,0,1,1,0,0
3451,8919694940bffff,0,0,0,0,0
